20000	200000	759.23	24.59	10.48
20000	200000	751.54	23.24	11.91
30000	300000	1780.01	58.91	15.22
20000	200000	755.16	23.36	10.11
20000	200000	732.01	25.02	10.05
20000	200000	739.56	23.84	11.07
20000	200000	742.3	22.54	10.41
20000	200000	732.97	23.26	10.51
20000	200000	759.35	23.25	10.26
30000	300000	1817.86	58.52	16.59
20000	200000	773.35	23.05	16.25
30000	300000	1767.69	59.16	15.42
20000	200000	736.96	23.5	10.25
20000	200000	740.72	23.06	10.46
20000	200000	750.68	22.91	10.31
20000	200000	760.68	22.94	10.32
20000	200000	762.75	24.21	10.17
20000	200000	738.13	23.49	10.11
20000	200000	762.99	23.11	10.13
20000	200000	760.48	23.23	10.35
20000	200000	750.47	23.36	10.61
20000	200000	767.57	23.42	10.2
20000	200000	735.07	22.92	10.12
20000	200000	756.51	23.42	10.12
20000	200000	724.5	24.62	10.23
20000	200000	734.86	24.53	10.99
20000	200000	733.44	23.3	10.1
30000	300000	1830.11	58.51	15.42
20000	200000	744.79	23.72	10.14
20000	200000	756.26	23.42	10.07
20000	200000	772.38	23.7	10.14
30000	300000	1763.93	58.46	15.62
20000	200000	765.44	23.39	10.14
20000	200000	732.81	22.96	10.39
20000	200000	749.1	23.24	10.3
average		888.7903333	28.10133333	11.24
stdev		361.8773057	12.20076898	2.123620851
