10000	100000	120	277	156
10000	100000	144	236	140
10000	100000	119	234	167
10000	100000	85	201	125
10000	100000	112	240	165
10000	100000	124	234	155
10000	100000	129	203	148
10000	100000	123	155	194
10000	100000	121	234	119
10000	100000	164	227	139
10000	100000	176	200	174
10000	100000	131	239	204
10000	100000	157	196	168
10000	100000	140	310	138
10000	100000	97	255	125
10000	100000	75	217	202
10000	100000	119	263	87
10000	100000	113	214	131
10000	100000	139	194	174
10000	100000	110	215	82
10000	100000	143	279	158
10000	100000	120	308	171
10000	100000	152	165	158
10000	100000	92	243	129
10000	100000	131	182	189
10000	100000	100	196	195
10000	100000	123	319	162
10000	100000	108	245	117
10000	100000	141	224	147
10000	100000	157	202	141
average		125.5	230.2333333	152
stdev		23.42522955	40.29946807	30.45629995
