30000	300000	9060	17901	15358
30000	300000	9008	18441	15253
30000	300000	8773	17950	15719
30000	300000	8886	18155	15549
30000	300000	9043	18029	14984
30000	300000	8976	18409	15291
30000	300000	8927	17849	15447
30000	300000	8829	17443	15185
30000	300000	9024	18213	15550
30000	300000	8982	18227	15072
30000	300000	8916	17824	14935
30000	300000	8903	17966	15640
30000	300000	8813	18361	15726
30000	300000	8789	18338	15323
30000	300000	8883	18204	15265
30000	300000	8944	17890	15669
30000	300000	9115	17900	15095
30000	300000	8855	17873	15215
30000	300000	9114	17613	15468
30000	300000	8934	17671	15610
30000	300000	8733	18139	15307
30000	300000	8877	17628	15706
30000	300000	8681	17902	15704
30000	300000	8876	17766	15050
30000	300000	8949	18228	15351
30000	300000	9106	18375	15438
30000	300000	8784	18198	15460
30000	300000	8807	17771	14826
30000	300000	9107	17641	15396
30000	300000	8995	18074	15312
average		8922.966667	17999.3	15363.46667
stdev		118.2068565	268.0768225	248.1115897
