20000	200000	5901	12119	10180
20000	200000	5911	12129	10555
20000	200000	5896	12163	10001
20000	200000	5899	12101	10127
20000	200000	6125	12056	10293
20000	200000	6036	12038	10363
20000	200000	5974	12179	10001
20000	200000	5808	12225	10604
20000	200000	5953	12112	10260
20000	200000	5969	11779	10155
20000	200000	5817	12197	10422
20000	200000	6037	11915	9784
20000	200000	5806	11843	10516
20000	200000	6081	12401	10357
20000	200000	5962	12215	10267
20000	200000	5815	12341	10047
20000	200000	5816	11943	10304
20000	200000	5916	12066	10324
20000	200000	6000	12111	10225
20000	200000	5896	12176	10231
20000	200000	5839	12051	10352
20000	200000	6023	11616	10046
20000	200000	5899	11898	10195
20000	200000	5911	12120	10343
20000	200000	5866	12561	10254
20000	200000	6129	11928	10058
20000	200000	6002	11970	10188
20000	200000	5974	11859	10432
20000	200000	6023	11964	10137
20000	200000	5857	12481	9907
average		5938.033333	12085.23333	10230.93333
stdev		92.5599464	202.6851956	187.8177645
