10000	100000	2897	6349	5190
10000	100000	3026	6030	5142
10000	100000	2958	5880	5028
10000	100000	2888	6047	5166
10000	100000	2953	6224	5143
10000	100000	2990	5913	5111
10000	100000	3079	5894	5069
10000	100000	2916	6044	5249
10000	100000	2935	5970	4959
10000	100000	2991	5757	5108
10000	100000	3102	5969	5231
10000	100000	2973	6088	5217
10000	100000	3014	5997	5054
10000	100000	3026	6285	4975
10000	100000	2917	5850	5332
10000	100000	2870	6103	5175
10000	100000	2920	6051	5144
10000	100000	2960	5906	5180
10000	100000	3086	5671	5041
10000	100000	2893	5868	5004
10000	100000	2951	5856	5142
10000	100000	2920	6017	5285
10000	100000	3022	6060	5050
10000	100000	2965	5829	5317
10000	100000	2966	5822	5079
10000	100000	2895	5990	5008
10000	100000	2994	5897	5099
10000	100000	3089	6079	4965
10000	100000	3048	6095	4802
10000	100000	2881	5862	4977
average		2970.833333	5980.1	5108.066667
stdev		66.8854313	149.5988544	118.648113
