30000	300000	425	770	503
30000	300000	459	791	458
30000	300000	323	629	462
30000	300000	414	776	509
30000	300000	386	653	502
30000	300000	361	723	473
30000	300000	416	751	455
30000	300000	370	705	467
30000	300000	486	621	470
30000	300000	428	718	430
30000	300000	374	711	515
30000	300000	370	663	615
30000	300000	403	726	550
30000	300000	343	732	416
30000	300000	339	730	467
30000	300000	390	665	453
30000	300000	514	691	560
30000	300000	369	664	428
30000	300000	435	784	516
30000	300000	401	619	455
30000	300000	347	619	414
30000	300000	379	708	419
30000	300000	298	682	389
30000	300000	359	735	406
30000	300000	427	731	609
30000	300000	412	708	427
30000	300000	366	621	460
30000	300000	396	745	374
30000	300000	477	715	347
30000	300000	328	639	464
average		393.1666667	700.8333333	467.1
stdev		49.90133944	51.73745614	62.24165918
