20000	200000	759.23	24.59	10.48
30000	300000	1757.41	58.26	15.78
30000	300000	1780.01	58.91	15.22
30000	300000	1810.4	60.68	17.06
30000	300000	1769.67	58.56	15.67
30000	300000	1753.88	59.89	15.43
20000	200000	742.3	22.54	10.41
30000	300000	1771.63	60.63	15.59
30000	300000	1778.79	58.49	15.76
30000	300000	1817.86	58.52	16.59
30000	300000	1767.69	59.16	15.42
30000	300000	1832.86	58.96	15.31
30000	300000	1757.78	57.69	15.58
30000	300000	1752.84	61.76	15.75
30000	300000	1746.91	58.7	15.55
30000	300000	1765.15	64.06	15.65
20000	200000	738.13	23.49	10.11
30000	300000	1817.69	59.04	15.77
20000	200000	762.99	23.11	10.13
30000	300000	1787.99	58.39	15.46
20000	200000	760.48	23.23	10.35
30000	300000	1806.21	60.1	15.91
30000	300000	1764.58	58.83	15.96
30000	300000	1763.35	58.29	15.53
30000	300000	1769.54	59.91	19.77
30000	300000	1748.93	60.5	16.39
20000	200000	724.5	24.62	10.23
30000	300000	1758.43	59.08	15.63
20000	200000	734.86	24.53	10.99
30000	300000	1755.88	58.55	15.41
20000	200000	733.44	23.3	10.1
30000	300000	1830.11	58.51	15.42
30000	300000	1780.11	58.99	15.63
30000	300000	1824.29	62.04	15.73
30000	300000	1763.93	58.46	15.62
30000	300000	1756.08	60.25	15.71
30000	300000	1747.18	60.19	15.45
20000	200000	749.1	23.24	10.3
30000	300000	1738.25	58.73	16.07
average		1535.238	51.141	14.584
stdev		445.1372601	15.48366778	2.52466809
